country,code,year,youth_literacy_m,youth_literacy_f,region
Afghanistan,AFG,1979,46.0,11.0,Asia
Afghanistan,AFG,2011,62.0,32.0,Asia
Afghanistan,AFG,2015,57.73505,25.48416,Asia
Afghanistan,AFG,2021,71.0,42.0,Asia
Afghanistan,AFG,2022,83.4,44.17171,Asia
Albania,ALB,2001,99.0,99.0,Europe
Albania,ALB,2005,99.0,99.49,Europe
Albania,ALB,2008,99.0,99.0,Europe
Albania,ALB,2009,94.82,96.61,Europe
Albania,ALB,2011,99.0,99.0,Europe
Albania,ALB,2012,99.0,99.0,Europe
Albania,ALB,2017,98.58999,99.52556,Europe
Algeria,DZA,1987,86.0,62.0,Africa
Algeria,DZA,2002,94.0,86.0,Africa
Algeria,DZA,2006,94.0,89.0,Africa
Algeria,DZA,2008,96.0,92.0,Africa
Algeria,DZA,2019,64.79,97.9897,Africa
American Samoa,ASM,1980,98.0,97.0,Oceania
Angola,AGO,2001,84.0,63.0,Africa
Angola,AGO,2014,85.0,71.0,Africa
Angola,AGO,2015,83.96919,67.4276,Africa
Anguilla,AIA,1984,99.0,99.0,North America
Argentina,ARG,1980,96.0,97.0,South America
Argentina,ARG,1991,98.0,99.0,South America
Argentina,ARG,2001,99.0,99.0,South America
Armenia,ARM,1989,100.0,100.0,Asia
Armenia,ARM,2000,100.0,100.0,Asia
Armenia,ARM,2001,100.0,100.0,Asia
Armenia,ARM,2011,100.0,100.0,Asia
Armenia,ARM,2016,100.0,100.0,Asia
Armenia,ARM,2017,100.0,100.0,Asia
Armenia,ARM,2020,100.0,100.0,Asia
Armenia,ARM,2022,99.64871,99.91656,Asia
Aruba,ABW,2000,99.0,99.0,North America
Aruba,ABW,2010,99.0,99.0,North America
Azerbaijan,AZE,1999,100.0,100.0,Asia
Azerbaijan,AZE,2006,100.0,100.0,Asia
Azerbaijan,AZE,2007,100.0,100.0,Asia
Azerbaijan,AZE,2009,100.0,100.0,Asia
Azerbaijan,AZE,2010,100.0,100.0,Asia
Azerbaijan,AZE,2011,100.0,100.0,Asia
Azerbaijan,AZE,2012,100.0,100.0,Asia
Azerbaijan,AZE,2013,100.0,100.0,Asia
Azerbaijan,AZE,2014,100.0,100.0,Asia
Azerbaijan,AZE,2015,100.0,100.0,Asia
Azerbaijan,AZE,2016,100.0,100.0,Asia
Azerbaijan,AZE,2017,100.0,100.0,Asia
Azerbaijan,AZE,2019,100.0,100.0,Asia
Azerbaijan,AZE,2023,100.0,100.0,Asia
Bahrain,BHR,1981,90.0,82.0,Asia
Bahrain,BHR,1991,97.0,97.0,Asia
Bahrain,BHR,2001,97.0,97.0,Asia
Bahrain,BHR,2022,99.0,99.0,Asia
Bahrain,BHR,2023,99.0,99.0,Asia
Bangladesh,BGD,1981,44.0,27.0,Asia
Bangladesh,BGD,1991,52.0,38.0,Asia
Bangladesh,BGD,2000,100.0,100.0,Asia
Bangladesh,BGD,2001,67.0,60.0,Asia
Bangladesh,BGD,2006,67.0,87.2,Asia
Bangladesh,BGD,2007,90.51,77.09,Asia
Bangladesh,BGD,2011,76.0,80.0,Asia
Bangladesh,BGD,2012,76.0,79.0,Asia
Bangladesh,BGD,2013,84.0,87.0,Asia
Bangladesh,BGD,2014,85.0,86.0,Asia
Bangladesh,BGD,2015,86.0,90.0,Asia
Bangladesh,BGD,2016,91.0,94.0,Asia
Bangladesh,BGD,2017,92.0,94.0,Asia
Bangladesh,BGD,2018,92.0,95.0,Asia
Bangladesh,BGD,2019,94.0,96.0,Asia
Bangladesh,BGD,2020,93.0,96.0,Asia
Bangladesh,BGD,2021,94.0,96.0,Asia
Bangladesh,BGD,2022,92.0,94.0,Asia
Barbados,BRB,1970,100.0,100.0,North America
Barbados,BRB,2012,100.0,100.0,North America
Belarus,BLR,1989,100.0,100.0,Europe
Belarus,BLR,1999,100.0,100.0,Europe
Belarus,BLR,2005,100.0,99.98,Europe
Belarus,BLR,2009,100.0,100.0,Europe
Belarus,BLR,2012,100.0,100.0,Europe
Belarus,BLR,2019,100.0,100.0,Europe
Belize,BLZ,1991,77.0,78.0,North America
Belize,BLZ,2006,77.0,95.13,North America
Belize,BLZ,2011,77.0,96.6,North America
Belize,BLZ,2015,97.82818,98.07905,North America
Benin,BEN,1979,46.0,18.0,Africa
Benin,BEN,1992,55.0,27.0,Africa
Benin,BEN,2001,61.08,31.85,Africa
Benin,BEN,2002,59.0,33.0,Africa
Benin,BEN,2006,72.07,39.53,Africa
Benin,BEN,2017,66.79979,50.98536,Africa
Benin,BEN,2019,76.35444,62.76271,Africa
Benin,BEN,2021,70.96799,59.18644,Africa
Benin,BEN,2022,74.60011,67.93813,Africa
Bhutan,BTN,2005,80.0,68.0,Asia
Bhutan,BTN,2010,80.0,63.34,Asia
Bhutan,BTN,2012,90.0,82.0,Asia
Bhutan,BTN,2017,93.0,93.0,Asia
Bolivia,BOL,1976,91.0,76.0,South America
Bolivia,BOL,1992,96.0,92.0,South America
Bolivia,BOL,2000,98.4,96.3,South America
Bolivia,BOL,2001,98.2,96.5,South America
Bolivia,BOL,2002,99.1,97.1,South America
Bolivia,BOL,2003,99.47,96.67,South America
Bolivia,BOL,2004,99.6,98.6,South America
Bolivia,BOL,2005,99.3,98.4,South America
Bolivia,BOL,2006,99.4,97.4,South America
Bolivia,BOL,2007,99.8,99.1,South America
Bolivia,BOL,2008,99.4,99.0,South America
Bolivia,BOL,2009,99.7,99.1,South America
Bolivia,BOL,2011,99.3,98.8,South America
Bolivia,BOL,2012,99.5,99.2,South America
Bolivia,BOL,2013,99.5,99.2,South America
Bolivia,BOL,2014,99.7,99.2,South America
Bolivia,BOL,2015,99.4,99.4,South America
Bolivia,BOL,2016,99.5,99.3,South America
Bolivia,BOL,2017,99.4,99.3,South America
Bolivia,BOL,2018,99.7,99.4,South America
Bolivia,BOL,2019,99.7,99.4,South America
Bolivia,BOL,2020,99.6,99.5,South America
Bolivia,BOL,2021,99.5,99.5,South America
Bosnia and Herzegovina,BIH,1991,99.0,99.0,Europe
Bosnia and Herzegovina,BIH,2000,100.0,100.0,Europe
Bosnia and Herzegovina,BIH,2006,100.0,99.82,Europe
Bosnia and Herzegovina,BIH,2013,100.0,100.0,Europe
Botswana,BWA,1991,86.0,92.0,Africa
Botswana,BWA,2003,92.0,96.0,Africa
Brazil,BRA,1980,83.0,85.0,South America
Brazil,BRA,2000,93.0,96.0,South America
Brazil,BRA,2001,94.7,96.9,South America
Brazil,BRA,2002,95.1,97.5,South America
Brazil,BRA,2003,95.6,97.7,South America
Brazil,BRA,2004,95.7,97.9,South America
Brazil,BRA,2005,96.1,98.1,South America
Brazil,BRA,2006,96.8,98.3,South America
Brazil,BRA,2007,97.0,98.6,South America
Brazil,BRA,2008,97.2,98.5,South America
Brazil,BRA,2009,97.4,98.7,South America
Brazil,BRA,2010,97.0,98.0,South America
Brazil,BRA,2011,97.9,99.1,South America
Brazil,BRA,2012,98.2,99.0,South America
Brazil,BRA,2013,98.3,99.2,South America
Brazil,BRA,2014,98.4,99.3,South America
Brazil,BRA,2015,98.6,99.3,South America
Brazil,BRA,2016,98.7,99.5,South America
Brazil,BRA,2017,98.8,99.5,South America
Brazil,BRA,2018,98.7,99.4,South America
Brazil,BRA,2019,98.7,99.5,South America
Brazil,BRA,2020,99.0,99.5,South America
Brazil,BRA,2021,99.1,99.5,South America
Brazil,BRA,2022,99.0,99.6,South America
Brazil,BRA,2023,99.0,99.6,South America
Brunei,BRN,1981,94.0,93.0,Asia
Brunei,BRN,1991,98.0,98.0,Asia
Brunei,BRN,2001,99.0,99.0,Asia
Brunei,BRN,2011,99.0,100.0,Asia
Bulgaria,BGR,2001,98.0,98.0,Europe
Bulgaria,BGR,2011,98.0,98.0,Europe
Burkina Faso,BFA,1975,22.0,7.0,Africa
Burkina Faso,BFA,1991,27.0,14.0,Africa
Burkina Faso,BFA,1996,25.0,14.0,Africa
Burkina Faso,BFA,2003,38.0,25.0,Africa
Burkina Faso,BFA,2005,40.0,26.0,Africa
Burkina Faso,BFA,2006,40.0,27.0,Africa
Burkina Faso,BFA,2007,47.0,33.0,Africa
Burkina Faso,BFA,2010,47.04,27.24,Africa
Burkina Faso,BFA,2014,57.0,44.0,Africa
Burkina Faso,BFA,2018,64.0,54.0,Africa
Burkina Faso,BFA,2019,51.0,44.0,Africa
Burkina Faso,BFA,2021,66.64593,58.758,Africa
Burkina Faso,BFA,2022,65.47311,60.56925,Africa
Burundi,BDI,1979,41.0,21.0,Africa
Burundi,BDI,1990,59.0,48.0,Africa
Burundi,BDI,2000,77.0,70.0,Africa
Burundi,BDI,2005,77.0,52.83,Africa
Burundi,BDI,2008,67.0,57.0,Africa
Burundi,BDI,2010,82.66,66.51,Africa
Burundi,BDI,2014,85.0,75.0,Africa
Burundi,BDI,2016,86.7551,82.08605,Africa
Burundi,BDI,2017,91.0,86.0,Africa
Cambodia,KHM,1998,82.0,71.0,Asia
Cambodia,KHM,2000,82.0,54.67,Asia
Cambodia,KHM,2004,88.0,79.0,Asia
Cambodia,KHM,2005,100.0,67.33,Asia
Cambodia,KHM,2008,89.0,86.0,Asia
Cambodia,KHM,2009,88.0,86.0,Asia
Cambodia,KHM,2010,80.6,78.02,Asia
Cambodia,KHM,2014,90.0,90.0,Asia
Cambodia,KHM,2015,92.0,93.0,Asia
Cambodia,KHM,2021,90.30829,93.50569,Asia
Cameroon,CMR,1976,80.0,59.0,Africa
Cameroon,CMR,2000,88.0,78.0,Africa
Cameroon,CMR,2004,81.39,67.65,Africa
Cameroon,CMR,2006,81.39,64.67,Africa
Cameroon,CMR,2007,89.0,77.0,Africa
Cameroon,CMR,2010,85.0,76.0,Africa
Cameroon,CMR,2011,86.92,73.41,Africa
Cameroon,CMR,2014,86.92,100.0,Africa
Cameroon,CMR,2018,87.59698,76.3945,Africa
Cape Verde,CPV,1990,90.0,86.0,Africa
Cape Verde,CPV,2012,98.0,98.0,Africa
Cape Verde,CPV,2015,98.0,99.0,Africa
Cayman Islands,CYM,2007,99.0,99.0,North America
Central African Republic,CAF,1975,56.0,20.0,Africa
Central African Republic,CAF,1988,63.0,35.0,Africa
Central African Republic,CAF,2000,73.0,49.0,Africa
Central African Republic,CAF,2006,73.0,21.51,Africa
Central African Republic,CAF,2010,73.0,27.63,Africa
Central African Republic,CAF,2019,64.90382,36.67682,Africa
Chad,TCD,1993,26.0,9.0,Africa
Chad,TCD,2000,56.0,23.0,Africa
Chad,TCD,2004,54.0,31.0,Africa
Chad,TCD,2010,54.0,16.88,Africa
Chad,TCD,2016,41.0,22.0,Africa
Chad,TCD,2019,56.26247,33.32039,Africa
Chile,CHL,1982,96.0,97.0,South America
Chile,CHL,1992,98.0,99.0,South America
Chile,CHL,2000,98.9,99.3,South America
Chile,CHL,2002,99.0,99.0,South America
Chile,CHL,2003,98.9,99.4,South America
Chile,CHL,2006,98.9,99.3,South America
Chile,CHL,2009,99.2,99.5,South America
Chile,CHL,2011,99.2,99.6,South America
Chile,CHL,2013,99.0,99.1,South America
Chile,CHL,2015,99.3,99.4,South America
Chile,CHL,2017,99.0,99.0,South America
Chile,CHL,2022,99.1,99.5,South America
China,CHN,1982,95.0,82.0,Asia
China,CHN,1990,97.0,91.0,Asia
China,CHN,2000,99.0,99.0,Asia
China,CHN,2010,100.0,100.0,Asia
China,CHN,2020,100.0,100.0,Asia
Colombia,COL,1993,95.0,96.0,South America
Colombia,COL,1996,96.0,98.0,South America
Colombia,COL,2000,96.0,100.0,South America
Colombia,COL,2002,96.9,98.0,South America
Colombia,COL,2003,96.7,98.3,South America
Colombia,COL,2004,97.5,98.4,South America
Colombia,COL,2005,97.6,98.4,South America
Colombia,COL,2006,98.0,98.0,South America
Colombia,COL,2007,97.0,98.0,South America
Colombia,COL,2008,97.5,98.4,South America
Colombia,COL,2009,97.4,98.4,South America
Colombia,COL,2010,97.8,98.6,South America
Colombia,COL,2011,97.8,98.8,South America
Colombia,COL,2012,97.8,98.7,South America
Colombia,COL,2013,97.8,98.8,South America
Colombia,COL,2014,98.1,98.9,South America
Colombia,COL,2015,98.2,98.9,South America
Colombia,COL,2016,98.3,99.0,South America
Colombia,COL,2017,98.3,99.0,South America
Colombia,COL,2018,98.7,99.1,South America
Colombia,COL,2019,98.5,99.2,South America
Colombia,COL,2020,98.7,99.3,South America
Colombia,COL,2021,98.8,99.4,South America
Colombia,COL,2022,98.6,99.2,South America
Colombia,COL,2023,98.7,99.2,South America
Comoros,COM,1980,69.0,55.0,Africa
Comoros,COM,2000,84.0,78.0,Africa
Comoros,COM,2012,85.0,78.59,Africa
Congo,COG,1984,92.0,83.0,Africa
Congo,COG,2005,88.0,71.0,Africa
Costa Rica,CRI,1984,97.0,98.0,North America
Costa Rica,CRI,2000,97.0,98.0,North America
Costa Rica,CRI,2011,99.0,99.0,North America
Costa Rica,CRI,2018,74.78,99.63372,North America
Cote d'Ivoire,CIV,1988,60.0,38.0,Africa
Cote d'Ivoire,CIV,1998,54.0,40.0,Africa
Cote d'Ivoire,CIV,2000,71.0,52.0,Africa
Cote d'Ivoire,CIV,2006,71.0,38.57,Africa
Cote d'Ivoire,CIV,2014,59.0,47.0,Africa
Cote d'Ivoire,CIV,2016,71.98823,54.73764,Africa
Cote d'Ivoire,CIV,2019,93.0,76.0,Africa
Cote d'Ivoire,CIV,2021,76.16145,58.31827,Africa
Croatia,HRV,1991,100.0,100.0,Europe
Croatia,HRV,2001,100.0,100.0,Europe
Cuba,CUB,2002,100.0,100.0,North America
Cuba,CUB,2012,100.0,100.0,North America
Cuba,CUB,2019,99.53119,99.70794,North America
Cyprus,CYP,1992,100.0,100.0,Europe
Cyprus,CYP,2001,100.0,100.0,Europe
Cyprus,CYP,2011,100.0,100.0,Europe
Democratic Republic of Congo,COD,2001,78.0,63.0,Africa
Democratic Republic of Congo,COD,2007,87.36,62.97,Africa
Democratic Republic of Congo,COD,2010,87.36,64.32,Africa
Democratic Republic of Congo,COD,2012,91.0,77.0,Africa
Democratic Republic of Congo,COD,2013,92.56,76.58,Africa
Democratic Republic of Congo,COD,2016,91.0,80.0,Africa
Democratic Republic of Congo,COD,2018,90.81754,77.53746,Africa
Djibouti,DJI,2006,89.5,51.81,Africa
Dominican Republic,DOM,1981,81.0,84.0,North America
Dominican Republic,DOM,2000,93.2,96.5,North America
Dominican Republic,DOM,2001,94.3,96.6,North America
Dominican Republic,DOM,2002,93.8,96.5,North America
Dominican Republic,DOM,2003,94.7,96.9,North America
Dominican Republic,DOM,2004,95.2,96.7,North America
Dominican Republic,DOM,2005,96.2,97.3,North America
Dominican Republic,DOM,2006,95.3,97.9,North America
Dominican Republic,DOM,2007,97.2,97.8,North America
Dominican Republic,DOM,2008,95.6,97.4,North America
Dominican Republic,DOM,2009,96.2,98.4,North America
Dominican Republic,DOM,2010,96.2,97.9,North America
Dominican Republic,DOM,2011,96.5,98.6,North America
Dominican Republic,DOM,2012,96.7,98.0,North America
Dominican Republic,DOM,2013,97.6,98.3,North America
Dominican Republic,DOM,2014,98.0,98.2,North America
Dominican Republic,DOM,2015,98.1,98.1,North America
Dominican Republic,DOM,2016,98.1,98.8,North America
Dominican Republic,DOM,2017,97.8,98.4,North America
Dominican Republic,DOM,2018,98.0,99.1,North America
Dominican Republic,DOM,2019,98.3,99.1,North America
Dominican Republic,DOM,2020,98.6,99.1,North America
Dominican Republic,DOM,2021,98.7,99.0,North America
Dominican Republic,DOM,2022,98.1,98.9,North America
Dominican Republic,DOM,2023,98.3,98.8,North America
East Timor,TLS,2009,87.25,83.71,Asia
East Timor,TLS,2010,80.0,79.0,Asia
East Timor,TLS,2016,89.55101,88.72531,Asia
Ecuador,ECU,1982,95.0,92.0,South America
Ecuador,ECU,1990,97.0,96.0,South America
Ecuador,ECU,2001,97.6,97.3,South America
Ecuador,ECU,2003,96.5,97.4,South America
Ecuador,ECU,2005,98.3,98.2,South America
Ecuador,ECU,2006,98.3,98.1,South America
Ecuador,ECU,2007,98.2,98.6,South America
Ecuador,ECU,2008,98.4,98.5,South America
Ecuador,ECU,2009,98.7,98.9,South America
Ecuador,ECU,2010,98.5,98.9,South America
Ecuador,ECU,2011,98.6,98.8,South America
Ecuador,ECU,2012,98.8,98.9,South America
Ecuador,ECU,2013,98.6,98.6,South America
Ecuador,ECU,2014,99.0,99.2,South America
Ecuador,ECU,2015,99.3,98.9,South America
Ecuador,ECU,2016,99.0,99.1,South America
Ecuador,ECU,2017,99.1,99.4,South America
Ecuador,ECU,2018,98.9,99.1,South America
Ecuador,ECU,2019,98.2,98.8,South America
Ecuador,ECU,2020,98.5,99.1,South America
Ecuador,ECU,2021,99.0,99.2,South America
Ecuador,ECU,2022,99.0,99.2,South America
Ecuador,ECU,2023,99.0,99.3,South America
Egypt,EGY,1976,63.0,38.0,Africa
Egypt,EGY,1986,71.0,54.0,Africa
Egypt,EGY,1996,79.0,67.0,Africa
Egypt,EGY,2000,79.0,77.19,Africa
Egypt,EGY,2005,90.0,79.0,Africa
Egypt,EGY,2006,88.0,82.0,Africa
Egypt,EGY,2010,91.0,84.0,Africa
Egypt,EGY,2012,92.0,86.0,Africa
Egypt,EGY,2013,94.0,90.0,Africa
Egypt,EGY,2014,94.0,94.08,Africa
Egypt,EGY,2017,89.0,87.0,Africa
Egypt,EGY,2022,95.51,94.82,Africa
El Salvador,SLV,1992,85.0,85.0,North America
El Salvador,SLV,2000,92.2,92.6,North America
El Salvador,SLV,2001,93.5,93.6,North America
El Salvador,SLV,2002,92.9,93.6,North America
El Salvador,SLV,2003,93.3,93.4,North America
El Salvador,SLV,2004,93.7,94.0,North America
El Salvador,SLV,2005,94.9,94.9,North America
El Salvador,SLV,2006,94.4,95.5,North America
El Salvador,SLV,2007,95.2,95.8,North America
El Salvador,SLV,2008,95.0,96.0,North America
El Salvador,SLV,2009,95.1,96.1,North America
El Salvador,SLV,2010,95.7,96.4,North America
El Salvador,SLV,2011,96.0,97.0,North America
El Salvador,SLV,2012,96.7,97.6,North America
El Salvador,SLV,2013,96.9,97.5,North America
El Salvador,SLV,2014,97.3,98.2,North America
El Salvador,SLV,2015,97.5,98.4,North America
El Salvador,SLV,2016,97.7,98.3,North America
El Salvador,SLV,2017,97.8,98.1,North America
El Salvador,SLV,2018,97.7,98.2,North America
El Salvador,SLV,2019,98.0,98.7,North America
El Salvador,SLV,2020,98.3,98.7,North America
El Salvador,SLV,2021,97.8,98.3,North America
El Salvador,SLV,2022,98.0,98.6,North America
El Salvador,SLV,2023,97.6,98.5,North America
Equatorial Guinea,GNQ,2000,98.0,97.0,Africa
Eritrea,ERI,2002,86.0,69.0,Africa
